review,sentiment
"Domestic Import was a great movie. I laughed the whole time. It was funny on so many levels from the crazy outfits to the hilarious situations. The acting was great. Alla Korot, Larry Dorf, Howard Hesseman, and all the others did an awesome job. Because it is an independent film written by a first-time writer, it doesn't have the clichés that are expected of other comedies, which was such a relief. It was a unique and interesting and you fall in love with the characters and the heart-warming story. I heard it was based on a true story? If so, then that is hilarious (and amazing!). I highly recommend this movie.",positive
"Final Justice has the great Joe Don Baker running around Texas, shooting people who shoot people. Then he's off to Malta where he shoots more people. He gets locked up many times for shooting people. Then he gets into a gunfight with the bad guy, who is dressed like a monk. There is a boat chase, and Joe Don winds up in jail again. Finally Joe Don, with the help from Elaine from ""Seinfeld"" kill the bad guy, blow up a boat or two and someone gets shot with a flare. All this and a catchy theme song, just like Mitchell!",negative
"Eddy Murphy and Robert De Niro should be a combination that results in a great comedy. Great expectationa often lead to dissapointment, and this proves to be the case.<br /><br />When Eddy as a police officer spoils a drug deal being done by Detective Robert, they botch it so badly that they end up doing a live action reality TV cop show. Logic is not a great component of this movie. The super-gun that they spend the second half of the movie chasing down confirms it. A twelve guage machine gun that leaves large holes in sheetmetal and three will destroy a house in about a minute (without reloading) is as more a fantasy than science fiction. A five pound gun, firing hundreds of shots per minute without any recoil, is certainly the weapon of the future using the technology of the past.<br /><br />It is clear this movie was designed for neither adults nor children, so if you are somewhere in between, this is the movie for you.",negative
"Sean Bean returns as Napoleonic hero Richard Sharpe in Sharpe's Honour, the fifth movie in the series and as always Patrick Harper and the rest of Sharpes chosen men are all along for the ride, but this time Major Sharpe is in serious trouble.<br /><br />Under the influence of Sharpe's sworn enemy Major Ducos, a mysterious lady by the name of La Marquesa has accused Sharpe of rape. Her husband arrives at Sharpe's camp to challenge his wife's attacker to a dual.<br /><br />The dual is discovered and stopped by the authorities, and as a result Sharpe becomes the prime suspect when his opponent is murdered in the middle of the night.<br /><br />As no-one in the British Army other than Wellington and Major Nairn consider Sharpe anything but a rough commoner with little or no honour, he his given a shambolic trial and is sentenced to death by hanging, and Harper and the chosen men have no choice but to look on as their beloved commander walks slowly to the gallows.<br /><br />However, convinced of his innocence Wellington and Nairn hang another convicted prisoner in Sharpe's stead and release him and his chosen men to find the real killer and La Marquesa herself, to not only prove his innocence but to find out her reasons for framing him in the first place.<br /><br />Daragh O'Malley, Micheal Byrne and Hugh Fraser co-star with brilliant performances by Alice Krige as La Marquesa and Féodor Atkine as the villainous Major Ducos, in what is another exciting, swashbuckling instalment through Sharpe's eventful journey through the Napoleonic Wars.",positive
"A washed up reporter called Bart Crosbie (Pat O' Brien) blackmails gang boss Heinz Webber (George Colouris) for the money to pay for his son to have a life saving operation. In return he agrees to turn himself in for the murder of his editor, whom the gang killed in order to prevent an incriminating story being printed about them.<br /><br />Typical poverty-row b-pic of the time directed for far more than it's worth by Terence Fisher, who within months of making this would become one of the leading British horror film directors at the Hammer studio. The script is far-fetched and teen idol Tommy Steele (guitar in hand) was drafted in to sing a poor rock and roll number called ""The Rebel"" at a coffee bar that acts as a legitimate front for the gang's activities.",negative
"Every second of the film is gorgeous. And that's why it earns a 7, because the plot is not especially devious, and thinking back over the last 90 minutes I never really felt any excitement or investment in the characters. If anything, the luxurious graphics and framing have made certain scenes (the car chase, for instance) more pedestrian than they ought to be - not that they don't look lovely and have some very original design and occasionally novel camera angles - but they are missing the kinetic movement and close-up shots that are part of the language for any normal action/thriller. The first hour plods along, and the dialogue feels very edited and a bit stagey - people wait for each other to finish and don't always react in a natural cadence, which would be a problem of recording each individual's dialogue separately. On rare occasions the emotions in the voices don't quite match those on screen; something that should really have been avoided. The futuristic architecture is very attractive (lots of glass walls/ceilings/screens, lovely smoke/mirage/special effects) and nice-looking cars, but again - it's more an exercise in graphic design, having no real impact on the story. I'd argue that the whole point of using drawn animation (instead of actors/CGI) is to really push the limits of imagination and design; to do that which is too difficult/impractical in other mediums. Although the animation in Renaissance is certainly stunning and incredibly well-accomplished, I never felt like I was seeing something that hasn't been done before.<br /><br />Immortel, another French CGI film, also suffers from an imbalance of beauty over story & pace. To be fair, some marvellous and engaging French movies also have a languid pace, and lingering shots of the look in someone's eyes or the rain on Paris cobbles can evoke great emotion - but animators need to understand that while animation brings unique strengths, it also has weaknesses when compared to real-life technique. Perhaps it would break from the 'noir' rules that the film wants to stick to, but I think the film-makers also missed a glaring opportunity to explore their future society a bit more - the social strata, the fascistic grip of the corporations etc.<br /><br />I have no problem recommending Renaissance to anybody who enjoys stylistic design and/or animation ('Manga' fans in particular), but I wouldn't make my other film-loving friends sit through it. Take away the sumptuous visuals and it's a barely average film.",positive
"Where the hell did VH1 find the scriptwriter for this movie??? Out of high school? This movie tries so hard to be sympathetic to Michael Jackson, but instead, turns him into a horrible, tacky caricature. All the lines are filled with clichés but surprisingly the acting wasn't bad. As usual, this is a bad movie with pretty good actors. The actor that plays Michael Jackson, jeez, I feel sorry for him! I think he did the best he could with the weak script. I didn't mind that Flex did not look like Michael Jackson, I thought he did the best he could, but later on when he had all that white make-up on, oh man, did he look yucky! The other actors that played Debbie Rowe, Priscilla Presley and Elizabeth Taylor were pretty good. Except that the actress that plays Liz Taylor looked too young and healthy to be playing Liz. The actress that plays Diana Ross didn't look at all like her and I couldn't figure out who this woman was until much later on in the movie.<br /><br />This movie does a disservice to everyone who is on the side of Michael Jackson, or against Michael Jackson. It doesn't do anything to change anyone's opinion. As a matter of fact, the only opinion anyone will have after watching this movie is, oh God, this movie really, really sucks! And where the hell is Michael Jackson's wonderful music and songs? There are none to be found in this movie. I love the soundtrack to this movie anyway and I'll probably purchase it if I could.<br /><br />On the lighter side though, this is a very funny, campy movie! It's a great time waster if you want to watch something light that won't trouble your brain too much. I'll probably watch it again, because it just is so entertainingly bad!",negative
"Spoiler warning!!!<br /><br />This is probably my least favourite Cary Grant film. I spent most of the time thinking: ignore him, leave him etc. Is he trying to kill her? Should we assume that after the end, when he persuades her to return home with him, that he will kill her after all? I see from checking in a couple of books that this is a reading that some viewers/critics have taken. Finishing early is after all a more reasonable way to film a book, than to change the ending - and this is a more unreasonable change of ending than, for example, in Altman's The Long Goodbye. Unlike Hitchcock's earlier example of making the murderer not the murderer because a star has been cast (when Gosford Park refers to The Lodger, Ivor Novello's murderous habits are not mentioned) the book's ending is not definitely ruled out.<br /><br />In Robin Wood's Hitchcock's Films Revisited, he writes: ""As one mentally 'swiches' from ending to ending , the significance of every scene changes, the apparent solidity of the narrative dissolves, the illusion of the fiction's 'reality' disintegrates, the film becomes a 'modernist' text in which the process of narrative is foregrounded."" I enjoy playing intellectual interpretation games as much as anyone else, but unless the film stands on a straightforward reading, then it fails. This one fails. Even after considering the fatal glasses of milk that recur in a few Hitchcock films.<br /><br />An annoying quibble. The year is 1941. Nothing in the film says that it is set in the past. Beaky (Nigel Bruce) keeps his money in a Paris Bank, and goes there to do financial business? Does he not know that there is a war on? Indeed, were there still any flights from Croydon airport? Is he on good terms with the Nazis? How come it is never suggested that the Germans shot him as a spy or something.<br /><br />A curiosity. When Johnnie and Lina have dinner with Isobel, the mystery writer, and her brother, the pathologist, there is a fifth person present, who is never explained nor introduced - a woman in a tuxedo. The credits say that she is Nondas Metcalf playing Phyllis Swinghurst. Is this not an example of how lesbians were coded in '40s films? Are we to take her as Isobel's lover? The books that discuss overt and hidden gays/lesbians in Hitchcock (e.g. Robin Wood again) do not include Phyllis Swinghurst.",negative
"First off let me say that this has to be on the top of my list of boring movies. Nothing, and I mean nothing in this movie is even remotely thrilling. Most of it is very confusing and as it progresses you just wish it would end!! Some people want a movie that makes them ""think"" through the entire thing, to which I say...""More power to you""!! I on the other hand just want to be entertained. Which brings me back to this stinker, entertainment it is not. This movie is stupid and a complete waste of time. Seems that most here agree also. Most of this didn't make any sense, and by the time you think you have one scene figured out another lame scene comes around and....well I guess you see where this is going. Avoid, this one sucks....bad!!",negative
"""Freddy's Dead"" did the smartest thing it could've done after the disappointment of the fifth film. It started from scratch. Sure, this ""final"" film in the saga is silly but at least it's original. Some of the visuals are even a bit breath-taking. And the story of Freddy's kid (Lisa Zane) returning to town to face her evil father is unique.<br /><br />Overall, the movie is nothing but another cartoon made to get kids in the theater. It has a bunch of good actors (Zane, Yaphet Kotto, and Lezlie Deane) who basically look dumb and wander around like sheep ready for slaughter. It's one-sided, it's a magic-trick, and, in the end, it's nothing but goofy, childish entertainment.<br /><br />",negative
"When I was 17 my high school staged Bye Bye Birdie - which is no great surprise, since it is perfect high school material and reputed to be the most-staged musical in the world.<br /><br />I was a music student and retained strong memories of the production and its songs, as well as a lingering disregard for the Dick Van Dyke movie version which had (deliberately) obscured the Elvis references and camped it up for a swinging 60s audience.<br /><br />So, when the 1995 version starring Jason Alexander hit my cable TV screen, I was delighted with what I saw. Alexander turns in an exceptional performance as Albert, a performance in strong contrast to his better-known persona from a certain TV series. The remainder of the cast are entertaining and convincing in their roles (Chynna Phillips is perhaps the only one who does not look her part, supposedly a naive and innocent schoolgirl).<br /><br />But best of all, the musical numbers familiar from the stage show are all preserved in this movie and performed as stage musical songs should be (allowing for the absence of a stage).<br /><br />So, if you know the musical (and few do not), then check out this telemovie. It does the stage show justice in a way which can probably not be bettered, which is good enough for me. What is better than rendering a writer's work faithfully and with colour and style?",positive
"Unbelievably bad acting, a no good, unclear story and flashy images and slow-motions where they are needed the least: Adrenaline is everything a movie should not be.<br /><br />Georgina Verbaan (a so-and-so dutch soap actress who hasn't attended her English classes) plays rich girl Freya, who has the habit of 'thrill-seeking'. Which basicly is doing dangerous stunts, break stuff and annoy people. And not in a fun Jackass way. Then there's Dracko (Rivas). He kinda leads the bunch but has other illegal activities on the side. Then there's Freya's dad (Lockyer), who plays a dubious role as well. And, in the end, we got Jason (debutant Fyall), the boyfriend of Freya.<br /><br />One day, Freya gets disappeared and everybody seems involved but we, the viewer really don't care as nobody of the cast is either likable or believable, and the story doesn't make any sense.<br /><br />Why was this even made? 2/10.",negative
"A heist film with Jean Reno, Matt Damon and Laurence Fishburne... sounds great on paper? I suspect it must have done when someone green lighted the production of this movie but the end product is terrible!<br /><br />The story is dull, the action boring, and, for a film that is only 88 minutes it seems to just drag on. I could feel my life slipping away and was sure there was something better I should have been doing... any paint to watch dry somewhere perhaps?<br /><br />Sigh. I'm a huge fan of Jean Reno, but what on earth was he thinking when he signed up to this? There are so many other great action movies around... go watch one of those and let this movie be best forgotten.",negative
"Whether this movie is propaganda or not (I firmly believe it is not), it really shows the power of Media. The importance of this documentary is not to show how good of a man Chavez is. It is really to demonstrate the way the Bolivarians saw how it happened, the Chavez way of seeing it. Although it may seem wrong and bias to support a film , I think the point of view shown in the movie is utterly legitimate. The Venezuelian people via the private media corporation of Venezuela only saw a one side perspective of the coup, the Neo-Liberal side. This movie shows us the way the Bolivarians saw it . Call it propaganda , I say it's a judgment call on your part.",positive
"Kay Pollak's 2004 heart-warmer Så som i himmelen/ As it is in Heaven contains every stereotype of Swedish humanity and inhumanity yet manages to be a crowd-pleaser. It contains plenty of ammunition for cynical critics, continuity error-spotters and for saccharine-debunkers, yet manages to depict the colours of life in a small community evocatively. The film also runs the gamut of proverbial messages about 'finding one's own voice' and 'just doing it despite one's fear', without completely removing the lump from the throats of the cynics.<br /><br />Its success as a crowd pleaser comes from two facts. Firstly, small films about strangers bringing new life to rural Christian communities provide plenty of scope for the exposure of hypocrisy while at the same time allowing repressed characters to break out of their hairshirts. The same year and with a similarly Swedish breeze, The Queen of Sheba's Pearls did it, and Babette's Feast also comes to mind. Secondly, any film about small communities taking on the whole wide world will strike a human chord in our increasingly individual/self- focused and impersonalized world. This film's structural similarity with the likes of The Full Monty, Brassed Off, Calendar Girls and On a Clear Day shows its indebtedness to the formula. But it is a formula with life left in it yet, and this seems to be because people need positive- message films that evoke a sense of community almost in spite of themselves.<br /><br />The stranger is burned-out maestro Daniel Daréus on a quest for self-rediscovery. The town he visits, or rather revisits, is, unbeknownst to the townsfolk, the place of his childhood. He was bullied mercilessly by classmates here, supposedly because he was a sensitive musician without aspiration to drive a truck. Here, he takes the job of cantor/choirmaster, despite the usual suspicions of artists and outsiders. The place is, of course, populated by a wide range of recognizable types whose character arcs can be predicted: the broken-hearted, fair-haired girl so beautiful she nearly glows; the cellphone-ringing local businessman; the woman whose beauty is lost amidst domestic abuse; the steely pastor and his less austere wife, who at first seem right out of Ingmar Bergman. Also present: jealous, uptight spinster (Siv) (check); geriatric whose soul still sings (check); elderly couple who may have repressed desires for each other since kindergarten (check); obese person whose function is to point out we should not laugh and say 'fatty' (check); intellectually handicapped boy who proves able to sing a good 'A' (check).<br /><br />Pollak's film is not all warm fuzzies, however. It diverts from the 'let's put on a show despite setbacks and moral opposition' sub-genre. It contains violence and an ending that might well be a metaphor for dying after achieving creative nirvana. The violence of the film is mostly a function of male anger and repression, but in never delves deeply into why the school bully who grows up into a wife beater is like this. Similarly, the small town Pastor so closely adheres to the moralistic, black-wearing super-Protestant stereotype, that his secret indulgence in girlie magazines is hardly surprising. His repressions and hypocrisies are just there, dangling unrelated to psychological reality. Perhaps the unexplained photograph of a young boy, a lost son perhaps, glimpsed once over his shoulder, holds the secret.<br /><br />Perhaps these holes are functions of the editing, like several inconsistencies and continuity glitches that can be spotted, such as Siv's unexplained reappearance in the choir (twice) after moralistic outbursts. In fact none of the hitches in the film last very long and all seem resolved within a scene. Apart from in some awkward love scenes, the film's 127 minutes seldom drag, but there is a feeling that things may have been left on the cutting room floor.<br /><br />The film remains solid three-star-fare despite the holes that can be picked in it. This is simply because in a world of technology-focused flicks and materialistic self-seeking, any glimpse of human community is, deep down, welcome for anyone, even the cynical.",positive
"This could be the most underrated movie of its genre. I don't remember seeing any advertisements or commercials for this one which could be the reason why it didn't do so well at the box office. However, Frailty is an excellent and a truly original horror movie. I rank it within the top 10 most favorite horror movies on my list.<br /><br />Movie begins with snapshots of photos and news articles telling us about a killer who calls himself ""God's hand"". And then a man walks into a police station and tells the chief officer that he knows the killer is his brother. Two of them leave together to go to a location where victims are buried which might help solve the case. During that trip, the man begins telling the story of his brother and we go back in time when the events began. Fenton and Adam are two young brothers living with their strict and religious father who, one day, claims that he has received a divine message from God asking him to kill the demons that appear to be regular human beings. He receives from God a list of names of demons to be destroyed and asks his sons to help him carry out this divine mission.<br /><br />This is an absolutely horrifying and suspenseful film that will keep you at the edge of your seat. The tension runs high, innocent people (or demons?) get killed and religious experiences are questioned. It has not one but few very intelligent twists at the end. If you like this genre, I highly recommend Frailty for you. I own the DVD and it is one of my all time favorite horror-thrillers.",positive
"You know how everyone jokes about the acting in porno movies? Well if you've always found the plot line of a porn to captivate your interest, then this movie is for you. It truly was like a porn without the sex. Or if that analogy is not to your liking, imagine you and your drunk roommate found a movie camera abandoned on a park bench. This is the movie that you would make. -Horrible acting -bad camera work -Music done on a casio keyboard This movie has it all, and more. For those who are masochists in the crowd, this is a premiere piece for your collection. <br /><br />All I can figure is that the only people to submit reviews for this dripping pile of movie, were people who 'starred' in it. <br /><br />Their movie career is over before it started.",negative
"I had read an article about Dan Jansen's Olympic and personal journey before seeing this movie. I'm always intrigued by a story of hope and overcoming life altering events, and this was no exception.<br /><br />The background of the characters that is provided gives you a sense of the family's closeness and how they positively affected each others' lives. I can't speak to the accuracy of specific details in this movie, it is customary to take some creative license when organizing a script. However, the spirit of Dan and his family is what matters here.<br /><br />Its a worthwhile movie of a story that should be told. I felt empathy for the characters and cheered at the end.",positive
"""How She Moves"" springs to life only when its high-energy, talented cast members are kicking up their heels and strutting their stuff for the camera. Otherwise, this stale strive-suffer-and-succeed story is low on energy, low on originality, and low on anything that might make the movie stand out from the dozens of other, likeminded films that have come before it.<br /><br />Rutina Wesley has modest appeal as the academically gifted inner-city youngster who finds that the best way to raise her private school tuition money is by entering step-dance competitions, but both she and her fellow actors are poorly served by uninspired screen writing and undistinguished direction. As noted earlier, the movie achieves some spark when the performers are up on stage dancing, but such moments are far too few and sadly fleeting.",negative
"I must say that I really had no idea that I was going to sit down and watch this movie. I guess it was the fact that I had nothing better to do between class. But, for once a TV movie caught my interest. More importantly Helen Hunt caught my eye. I really wasn't a big fan of hers prior to this film. Sure I liked Twister and As Good As It Gets. But, something about this movie really did it for me. I would now see myself as a huge fan. This movie comes with high marks from...me. Give it a chance, it won't let you down.",positive
"If there is a hell, it contains a screening room in which GRAND CANYON is playing over and over again on an eternal loop. One would hope that the presence of so many marvelous actors - Danny Glover, Alfre Woodard, Kevin Kline, Mary Louise Parker - would help make up for the presences of Mary McDonnell (whose penance is to watch her own films for all eternity)... But, no. Apparently they injected those other actors with a serum made from McDonnell. The entire affair is pretentious, overblown, insulting (if you are deaf or know anyone who is, be prepared for your blood to boil at the ludicrous TDD scene). GRAND CANYON is filled with obnoxious, self-involved people, but never gives us a reason to like/understand/sympathize with or even tolerate them. With rare exception, they are insufferable losers that the gene pool would be better off without. There's no plot to speak of, no character development (these people won't EVER develop), no break-out performance and the most arch writing you'll ever encounter in a film. The best thing about GRAND CANYON? Its title. This is one large HOLE of a movie.",negative
"Beats me how people can describe this adolescent exercise as film noir. True there's a gun & a bottle & a dame & the lead is a private eye, but that ain't what makes the genre, folks. This thing plays like reheated TV cop show stuff - lots of bloody beating & lousy continuity - with a dash of Chinatown memories thrown in. Pretty hard to watch beyond the first 10 minutes. You want contemporary feel, watch anything by John Dahl.",negative
"I love this freekin movie! Walsh is a true master of the cinematic form, his film have been sometimes in my opinion, overlooked. But this film is a favourite of mine because it really gives you the feel of the time the film was set in.\<br /><br />All the wonderful characters that existed, the lifestyle, the mode of dress, the way they spoke, OK they might be exaggerated, but it is good to know that there were occasion when two men tried to outdo each other with insane stunts.<br /><br />I just felt it was apiece of history thats should be wathced by many people and appreciated because of that fact.<br /><br />Can I get it somewhere on DVD? I have only seen it on TV. But for anyone wanting a slice of life movie about that period of time this is the perfect one.",positive
"It used to be that video distributors like Sub Rosa and Brain Damage Films would release low-budget, shot-on-video horror films to a select market of gorehounds that ate them up with glee. That's acceptable to me, because you could see these movies from a mile away with their shoddy box art and cheesy titles.<br /><br />Now we have Lions Gate getting into the mix, only they have decided that it'd be better to sucker in poor saps by putting a ""professional"" looking cover on it and charge the same price as one of their higher-budget, professionally made features. Do not be suckered in by this! Granted, if you've seen Dark Harvest 1 or 2 than you already know what to expect with 3 but there is a place for movies like this and it is not on a video store shelf beside professionally-made features.<br /><br />I am a fan of independent cinema and have watched several low budget, shot-on-video productions that were still a worthy rental but this was one of the worst movies I have ever seen. The ""acting"" (if you can call it that) was abysmal. It was amusing to laugh at the horrible line reading for a minute or two, but eventually it was too much to take and became unbearable. The story is bad, the dialogue is worse, the acting somehow manages to be even worse. The only possible saving grace to this would be one disemboweling scene that still manages to be awful but is an award winning effect when compared to the blood splatters after a girl is slapped or the mannequin decapitation.<br /><br />It took me three tries to make it through this entire movie and I only did so because I paid good money to rent it and felt like I should at least finish it all the way through. Stay away - stay far, far away from this one.",negative
"Pushing Daisies truly is a landmark in Television as an art form. Everything seems to pay homage to Amelie and Tim Burton, but so what, in a world where fresh ideas are distinctly rare, this show will guarantee that you do not care about whether its fresh or not. It is just Brilliant.<br /><br />I have been captivated from the start, the intelligent writing, the Directing to the backdrops and dialogue make this show the most incredible masterpiece since The Shield and The Wire (ok not exactly good comparisons but the beauty of Pushing Daisies is that it has no comparisons on television).<br /><br />Truly addictive and an absolute pleasure. Perhaps like one of the Piemakers pies that get mentioned in such tantalising ways.",positive
"A deliciously nasty black comedy about a middle-aged schlub (Danny DeVito) who wants to bump off his mother and hatches a plan to do so with a bitter divorcée, who wants to bump off HIS ex-wife. The movie is completely unapologetic in its cynicism, and gives us no one to like, but for once that works in the movie's favor rather than as a turn off.<br /><br />Anne Ramsey, as DeVito's battle axe mom, steals the show in a grotesquely funny performance. Even though she's a horror, you end up rooting for her, because it seems like she could kick both DeVito's and Crystal's asses at the same time with both hands tied behind her back.<br /><br />Grade: B+",positive
"The idea of making a film about the Beatles sounds doomed idea, as no production can catch the idea of the actual historic Beatles. Then it is perhaps best not to try to recreate the past, but to produce an illustration that works best with the other available Beatles material. This is exactly what 'Birth of the Beatles' offers to us, the simple story known to us without any extravaganza.<br /><br />*** SPOILERS here on *** <br /><br />Be warned that not everything is that accurate as some Beatles-graduates might expect. The Beatles are seen performing songs that hardly were even composed by that time. The Beatles perform ""Ask Me Why"", ""P.S. I Love You"" and even ""Don't Bother Me"". The Beatles-graduates should see that if the Beatles on the film only performed songs that they actually did at Hamburg, the younger viewers might not anymore recognize the Beatles they have learned to know them. Of that original Hamburg repertoire only ""Johnny B. Goode"" and Stu Sutcliffe's ""Love Me Tender"" are retained.<br /><br />The guys who play the Beatles in this production scarcely look like the originals, but the rest of the film still make good viewing as the film is for the rest fairly accurate. The guy who plays Lennon does it good and the rest of the band are not bad either. Brian Epstein is great and the moment when he sacks Pete Best from the group is probably the most memorable scene in the whole film. Also as a bonus you get to see the original Cavern club in the film.",positive
"You all know the story of ""Hamlet"". I do. <br /><br /> Well, the ""To Be Or Not To Be"" phrase (not the speech itself) has been beaten into the ground so many times that it's not very interesting (in fact, it wasn't that great to begin with). In FACT, I find ""Hamlet"" a good but vastly overrated play. It's not even Shakespeare's best: ""Julius Caesar"" and ""Romeo & Juliet"" are ten times better, with ""A Midsummer Night's Dream"" and ""Othello"" not too far behind. ""Macbeth (knock your table, off his drawers, puck will make amends, OW!)"" isn't that bad either. There are lots of others that are better than this by Shakespeare.<br /><br /> I won't really comment too much on the movie, rather I will dissect the utterly horrible MST3K episode.<br /><br /> Okay . . . Mike and the Bots win a card game, get to pick the movie . . . they ask for ""Hamlet"", Pearl sends them this, yadda yadda yadda . . . and prepare for the most boring Sci-Fi episode of MST3K ever (admittedly, I haven't seen any of the CC Ones).<br /><br /> While ""Blood Waters of Dr. Z"" makes the viewing of that episode horrible, since it is not really a movie, rather random, spliced-together scenes (I'm reminded of Mike's line from ""Future War"": ""Maybe this is an anthology of short, plotless movies""), the SOL Crew a lot got off a good many good cracks. Can't say the same for here.<br /><br /> The riffs fall flat, the host segments (par usual) are at best mediocre, and when the movie itself (which isn't that bad) is actually BETTER (I mean, as a quality movie, not as camp, like ""Prince of Space"") than the MST3K version of it, you know the show must be bad. I laughed (the last time I saw it was several months ago), oh, maybe eight or nine times throughout. I tried and tried AND TRIED to be entertained - but I just couldn't. Only the occasional line, like ""Hail Queen Dilbert's boss!"" (and when that's the funniest line of the episode, well, ahem) - and by occasional, I mean every ten minutes or so - maybe me even chuckle. The second time I tried to watch it, I didn't even laugh at the few jokes I'd found funny before, and simply gave up forty minutes before.<br /><br /> The movie isn't horrible; it's just a German version of Hamlet. The actors are good enough, and though the dubbing isn't the greatest, that's not in itself a reason to hate this film. <br /><br /> Four stars for ""Hamlet""; THREE, yes THREE for the MST3K version.<br /><br /> PS: WHY WHY WHY, MST3K!",negative
"Imaginative, quick-paced, satirical! Americans do 'zany', but the Brits do 'witty' -- and they love to poke fun at themselves (ahem: unattractive teeth, large lips/nose, 'veddy' common or 'veddy' snobby, obsession with the 'gahden'). Inside jokes for the older folk in the audience, lots of action for the kiddies. Subtle use of devices from other classic films (watch for 'Back to the Future', 'Indiana Jones..', 'Harvey', 'Tremors'.. and more). Also, a nifty 'buddy' film (Gromit is a quiet, but resourceful sidekick). Add brilliant voice work by Bonham-Carter and Fiennes (is it true? the best acting these days is being done in animation?) - enjoy! I saw it with the grandkids. fun time for all. - canuckteach",positive
"One of my favorite Hartley movies. (As if there could be a ""bad"" one.) Although, this may be a bit more on the religious side of things than we would normally expect. Nonetheless, it still maintains that Hartley slant to which we've all become accustomed.<br /><br />First picture Jesus and Satan discussing their ideas, opinions, hopes and regrets about the impending end of civilization. Now imagine the entire conversation taking place over a few drinks in your neighborhood bar. And as an added conversational (not to mention visual) distraction, let's toss in PJ Harvey as the sultry companion (aka Magdelena) to Mr. Chist. Then, just for grins, in the background, an ever present Salvation Army Band (played by Yo La Tengo) to serve as an added diversion. The road to moral justification has never been such a pleasure.<br /><br />Quite possibly more questions than answers, but therein lies the fun. And Mr. Donovan is subdued brilliance, as always.",positive
"This movie is #1 in the list of worst movies I have ever seen, with ""Lessons for an Assassin"" on the #2 spot.<br /><br />The acting is lousy (sorry, Sandra Bullock, but even your performance was horrible!), the music score could have come from a bad x-rated movie and the story was downright ridiculous. It had this in common with a typical action movie: the dialogues were short and consisted mainly of one-syllable words. But contrary to the average action movie, there was no real action in this one. Boring.<br /><br />The only reason I continued watching it was in the hopes that at one point, there would be at least one interesting scene in this movie ...<br /><br />Thumbs down on this one.",negative
"I know not why people considered it trashy or obnoxious; It's not like American Pie or something. I know not why people are offended by the Universal plugs; since it's part of the plot, the advertising is excusable.<br /><br />This is a funny movie with good dialogue, good subtle wit, a good story, a good moral (that thankfully doesn't get too sappy), GREAT acting, and a cheesy ending.<br /><br />(minor spoiler) The basic premise here is the classic story of a Shepherd boy (Muniz) who lies so much that no one believes him when the Wolf (Giamatti) comes along. So he gets his best friend Kaylee (Bynes) and they go and drive the Wolf crazy.<br /><br />Frankie Muniz can be annoying in other roles, but not as Jason Shepherd. He handles the suave confidence of his character perfectly well, and what appears to be a lack of expression at first glance is really a perfectly executed nonchalantness.<br /><br />Amanda Bynes. What more can I say? The girl's got the gift. She's funny, talented, versatile, and very, very attractive. (I'm only 6 months older than her. I need to get to California sometime soon.) In fact, the 'best-friend' part was originally a boy, but became a girl as soon as the makers saw Amanda's interest. Which works out pretty well, since the part would've been pretty dull without the blessing of Bynes's abilities.<br /><br />Paul Giamatti is a very talented man. While some would play Marty Wolf as evil and diabolical, Giamatti made him-not just a jerk, mind you, but a LIKEABLE jerk, a jerk that livens up the screen, rather than intentionally dimming it. And I doubt many other actors could pull off the psychological breakdown that Wolf undergoes as well.<br /><br />All in all, great movie. Loved seeing Jaleel White able to mock himself. Loved seeing all the little references & such built into the film. (one of the guests in the party scene is the director, Shawn Levy, another is Bynes's former co-star Kenan Thompson) Loved seeing Amanda in those outfits........ Get the DVD if you can. It's got all kinds of great extra stuff, and the lovely Ms. Bynes is your guide through the menus. :)",positive
